Event #,Current Time,J1 Arrival,J2 Arrival,Service Completion,Server Status,Queue Length,Queue Content
0,4.028823736280291,4.5388619093052185,8.777310073331705,5.355980122365581,1,0,[]
1,4.5388619093052185,22.884553795634858,8.777310073331705,5.355980122365581,1,1,['J1']
2,5.355980122365581,22.884553795634858,8.777310073331705,8.037206527768085,1,0,[]
3,8.037206527768085,22.884553795634858,8.777310073331705,501,0,0,[]
4,8.777310073331705,22.884553795634858,12.39652066534134,11.134597134018435,1,0,[]
5,11.134597134018435,22.884553795634858,12.39652066534134,501,0,0,[]
6,12.39652066534134,22.884553795634858,15.710021518698154,13.472878033102116,1,0,[]
7,13.472878033102116,22.884553795634858,15.710021518698154,501,0,0,[]
8,15.710021518698154,22.884553795634858,17.23710767340469,18.156319760745944,1,0,[]
9,17.23710767340469,22.884553795634858,19.018472719916282,18.156319760745944,1,1,['J2']
10,18.156319760745944,22.884553795634858,19.018472719916282,18.6116558690104,1,0,[]
11,18.6116558690104,22.884553795634858,19.018472719916282,501,0,0,[]
12,19.018472719916282,22.884553795634858,19.209627618051663,20.203048236925845,1,0,[]
13,19.209627618051663,22.884553795634858,19.04006562763395,20.203048236925845,1,1,['J2']
14,19.04006562763395,22.884553795634858,20.23196774008484,20.203048236925845,1,2,"['J2', 'J2']"
15,20.203048236925845,22.884553795634858,20.23196774008484,21.92688009608968,1,1,['J2']
16,20.23196774008484,22.884553795634858,18.737426946121474,21.92688009608968,1,2,"['J2', 'J2']"
17,18.737426946121474,22.884553795634858,23.23979815344915,21.92688009608968,1,3,"['J2', 'J2', 'J2']"
18,21.92688009608968,22.884553795634858,23.23979815344915,23.608022152474277,1,2,"['J2', 'J2']"
19,22.884553795634858,26.797425708430097,23.23979815344915,23.608022152474277,1,3,"['J2', 'J2', 'J1']"
20,23.23979815344915,26.797425708430097,25.649895866326617,23.608022152474277,1,4,"['J2', 'J2', 'J1', 'J2']"
21,23.608022152474277,26.797425708430097,25.649895866326617,26.078902673660757,1,3,"['J2', 'J2', 'J1']"
22,25.649895866326617,26.797425708430097,28.98716509735396,26.078902673660757,1,4,"['J2', 'J2', 'J1', 'J2']"
23,26.078902673660757,26.797425708430097,28.98716509735396,27.086500105454842,1,3,"['J2', 'J2', 'J1']"
24,26.797425708430097,28.00625705443872,28.98716509735396,27.086500105454842,1,4,"['J2', 'J2', 'J1', 'J1']"
25,27.086500105454842,28.00625705443872,28.98716509735396,31.08306945569032,1,3,"['J2', 'J2', 'J1']"
26,28.00625705443872,33.62267180722946,28.98716509735396,31.08306945569032,1,4,"['J2', 'J2', 'J1', 'J1']"
27,28.98716509735396,33.62267180722946,31.119337840497053,31.08306945569032,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
28,31.08306945569032,33.62267180722946,31.119337840497053,32.798412468374416,1,4,"['J2', 'J2', 'J1', 'J1']"
29,31.119337840497053,33.62267180722946,31.173284169792208,32.798412468374416,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
30,31.173284169792208,33.62267180722946,34.74461039880418,32.798412468374416,1,6,"['J2', 'J2', 'J1', 'J1', 'J2', 'J2']"
31,32.798412468374416,33.62267180722946,34.74461039880418,33.73769255383388,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
32,33.62267180722946,42.52419371005391,34.74461039880418,33.73769255383388,1,6,"['J2', 'J2', 'J1', 'J1', 'J2', 'J1']"
33,33.73769255383388,42.52419371005391,34.74461039880418,35.907150565521135,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
34,34.74461039880418,42.52419371005391,34.78257228369241,35.907150565521135,1,6,"['J2', 'J2', 'J1', 'J1', 'J2', 'J2']"
35,34.78257228369241,42.52419371005391,38.20442550793718,35.907150565521135,1,7,"['J2', 'J2', 'J1', 'J1', 'J2', 'J2', 'J2']"
36,35.907150565521135,42.52419371005391,38.20442550793718,37.78154221540146,1,6,"['J2', 'J2', 'J1', 'J1', 'J2', 'J2']"
37,37.78154221540146,42.52419371005391,38.20442550793718,39.446761806787535,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
38,38.20442550793718,42.52419371005391,41.68090361180756,39.446761806787535,1,6,"['J2', 'J2', 'J1', 'J1', 'J2', 'J2']"
39,39.446761806787535,42.52419371005391,41.68090361180756,42.02116430732991,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
40,41.68090361180756,42.52419371005391,44.46310690997359,42.02116430732991,1,6,"['J2', 'J2', 'J1', 'J1', 'J2', 'J2']"
41,42.02116430732991,42.52419371005391,44.46310690997359,43.23288223871531,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
42,42.52419371005391,50.449727494059516,44.46310690997359,43.23288223871531,1,6,"['J2', 'J2', 'J1', 'J1', 'J2', 'J1']"
43,43.23288223871531,50.449727494059516,44.46310690997359,46.253414929350456,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
44,44.46310690997359,50.449727494059516,48.08373865040428,46.253414929350456,1,6,"['J2', 'J2', 'J1', 'J1', 'J2', 'J2']"
45,46.253414929350456,50.449727494059516,48.08373865040428,47.83281869797282,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
46,47.83281869797282,50.449727494059516,48.08373865040428,49.76255745315747,1,4,"['J2', 'J2', 'J1', 'J1']"
47,48.08373865040428,50.449727494059516,50.86759059343222,49.76255745315747,1,5,"['J2', 'J2', 'J1', 'J1', 'J2']"
48,49.76255745315747,50.449727494059516,50.86759059343222,50.99603532576857,1,4,"['J2', 'J2', 'J1', 'J1']"
49,50.449727494059516,57.98962295172065,50.86759059343222,50.99603532576857,1,5,"['J2', 'J2', 'J1', 'J1', 'J1']"
50,50.86759059343222,57.98962295172065,49.20090690262324,50.99603532576857,1,6,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2']"
51,49.20090690262324,57.98962295172065,51.24198364369952,50.99603532576857,1,7,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2']"
52,50.99603532576857,57.98962295172065,51.24198364369952,52.96744604269007,1,6,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2']"
53,51.24198364369952,57.98962295172065,54.97674817724472,52.96744604269007,1,7,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2']"
54,52.96744604269007,57.98962295172065,54.97674817724472,54.0019768788182,1,6,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2']"
55,54.0019768788182,57.98962295172065,54.97674817724472,55.45982221985343,1,5,"['J2', 'J2', 'J1', 'J1', 'J1']"
56,54.97674817724472,57.98962295172065,55.19696948135318,55.45982221985343,1,6,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2']"
57,55.19696948135318,57.98962295172065,54.26298790541214,55.45982221985343,1,7,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2']"
58,54.26298790541214,57.98962295172065,55.62880297968848,55.45982221985343,1,8,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2']"
59,55.45982221985343,57.98962295172065,55.62880297968848,56.99674932896838,1,7,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2']"
60,55.62880297968848,57.98962295172065,58.417955305649,56.99674932896838,1,8,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2']"
61,56.99674932896838,57.98962295172065,58.417955305649,58.74120192666948,1,7,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2']"
62,57.98962295172065,61.13643692757003,58.417955305649,58.74120192666948,1,8,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J1']"
63,58.417955305649,61.13643692757003,61.060038985706285,58.74120192666948,1,9,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J1', 'J2']"
64,58.74120192666948,61.13643692757003,61.060038985706285,60.213774099031134,1,8,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J1']"
65,60.213774099031134,61.13643692757003,61.060038985706285,64.37595650265794,1,7,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2']"
66,61.060038985706285,61.13643692757003,59.935584873096786,64.37595650265794,1,8,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2']"
67,59.935584873096786,61.13643692757003,60.453639243527846,64.37595650265794,1,9,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2']"
68,60.453639243527846,61.13643692757003,61.67372925320287,64.37595650265794,1,10,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2']"
69,61.13643692757003,62.10953292795389,61.67372925320287,64.37595650265794,1,11,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
70,61.67372925320287,62.10953292795389,62.69315777071009,64.37595650265794,1,12,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2']"
71,62.10953292795389,75.88978718031295,62.69315777071009,64.37595650265794,1,13,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J1']"
72,62.69315777071009,75.88978718031295,63.969143461087825,64.37595650265794,1,14,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J1', 'J2']"
73,63.969143461087825,75.88978718031295,67.58547795527952,64.37595650265794,1,15,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J1', 'J2', 'J2']"
74,64.37595650265794,75.88978718031295,67.58547795527952,65.92708598438335,1,14,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J1', 'J2']"
75,65.92708598438335,75.88978718031295,67.58547795527952,66.92743206329429,1,13,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J1']"
76,66.92743206329429,75.88978718031295,67.58547795527952,67.8986096605545,1,12,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2']"
77,67.58547795527952,75.88978718031295,72.65337469665678,67.8986096605545,1,13,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J2']"
78,67.8986096605545,75.88978718031295,72.65337469665678,70.48815930565074,1,12,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2']"
79,70.48815930565074,75.88978718031295,72.65337469665678,71.92121549621771,1,11,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
80,71.92121549621771,75.88978718031295,72.65337469665678,73.86856879029361,1,10,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2']"
81,72.65337469665678,75.88978718031295,70.10756411306991,73.86856879029361,1,11,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
82,70.10756411306991,75.88978718031295,69.37863909155845,73.86856879029361,1,12,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
83,69.37863909155845,75.88978718031295,69.57053574549529,73.86856879029361,1,13,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
84,69.57053574549529,75.88978718031295,71.83217549015043,73.86856879029361,1,14,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
85,71.83217549015043,75.88978718031295,75.12305896961931,73.86856879029361,1,15,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
86,73.86856879029361,75.88978718031295,75.12305896961931,74.51487425441103,1,14,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
87,74.51487425441103,75.88978718031295,75.12305896961931,75.89960046030099,1,13,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
88,75.12305896961931,75.88978718031295,74.53100010901389,75.89960046030099,1,14,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
89,74.53100010901389,75.88978718031295,73.81574223429952,75.89960046030099,1,15,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
90,73.81574223429952,75.88978718031295,73.74692460555066,75.89960046030099,1,16,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
91,73.74692460555066,75.88978718031295,71.2758577572798,75.89960046030099,1,17,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
92,71.2758577572798,75.88978718031295,75.62636442587456,75.89960046030099,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
93,75.62636442587456,75.88978718031295,78.80392871654892,75.89960046030099,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
94,75.88978718031295,92.61571495783652,78.80392871654892,75.89960046030099,1,20,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
95,75.89960046030099,92.61571495783652,78.80392871654892,77.19927202383985,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
96,77.19927202383985,92.61571495783652,78.80392871654892,77.80769104428175,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
97,77.80769104428175,92.61571495783652,78.80392871654892,79.34483101166124,1,17,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
98,78.80392871654892,92.61571495783652,78.22809187912048,79.34483101166124,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
99,78.22809187912048,92.61571495783652,78.20046559432981,79.34483101166124,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
100,78.20046559432981,92.61571495783652,81.57191229491177,79.34483101166124,1,20,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
101,79.34483101166124,92.61571495783652,81.57191229491177,80.98027310743456,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
102,80.98027310743456,92.61571495783652,81.57191229491177,82.37122837420556,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
103,81.57191229491177,92.61571495783652,83.28691954120372,82.37122837420556,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
104,82.37122837420556,92.61571495783652,83.28691954120372,84.53629029806339,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
105,83.28691954120372,92.61571495783652,86.453339027617,84.53629029806339,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
106,84.53629029806339,92.61571495783652,86.453339027617,85.00767683972809,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
107,85.00767683972809,92.61571495783652,86.453339027617,86.65509744614793,1,17,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
108,86.453339027617,92.61571495783652,87.43198864831369,86.65509744614793,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
109,86.65509744614793,92.61571495783652,87.43198864831369,87.66182579978842,1,17,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
110,87.43198864831369,92.61571495783652,89.18059692673629,87.66182579978842,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
111,87.66182579978842,92.61571495783652,89.18059692673629,88.91439944309698,1,17,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
112,88.91439944309698,92.61571495783652,89.18059692673629,90.24849840397334,1,16,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
113,89.18059692673629,92.61571495783652,88.36046106353044,90.24849840397334,1,17,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
114,88.36046106353044,92.61571495783652,88.71579610172742,90.24849840397334,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
115,88.71579610172742,92.61571495783652,92.26928675511664,90.24849840397334,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
116,90.24849840397334,92.61571495783652,92.26928675511664,91.87161496777725,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
117,91.87161496777725,92.61571495783652,92.26928675511664,93.36666865591002,1,17,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
118,92.26928675511664,92.61571495783652,95.70844533193888,93.36666865591002,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
119,92.61571495783652,95.42961115044113,95.70844533193888,93.36666865591002,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
120,93.36666865591002,95.42961115044113,95.70844533193888,96.26604629311703,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
121,95.42961115044113,98.25891339874211,95.70844533193888,96.26604629311703,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
122,95.70844533193888,98.25891339874211,98.49312949731755,96.26604629311703,1,20,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2']"
123,96.26604629311703,98.25891339874211,98.49312949731755,97.14438513253617,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
124,97.14438513253617,98.25891339874211,98.49312949731755,100.09058371495487,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
125,98.25891339874211,101.66000648408772,98.49312949731755,100.09058371495487,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
126,98.49312949731755,101.66000648408772,102.7562221907105,100.09058371495487,1,20,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2']"
127,100.09058371495487,101.66000648408772,102.7562221907105,101.25896588185293,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
128,101.25896588185293,101.66000648408772,102.7562221907105,102.68199778267997,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
129,101.66000648408772,102.603432413155,102.7562221907105,102.68199778267997,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
130,102.603432413155,102.91674217785474,102.7562221907105,102.68199778267997,1,20,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J1']"
131,102.68199778267997,102.91674217785474,102.7562221907105,102.4032175369349,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
132,102.4032175369349,102.91674217785474,102.7562221907105,104.91582835804131,1,18,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
133,102.7562221907105,102.91674217785474,108.91271244597868,104.91582835804131,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
134,102.91674217785474,104.426340825865,108.91271244597868,104.91582835804131,1,20,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
135,104.426340825865,108.33228292754278,108.91271244597868,104.91582835804131,1,21,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J1']"
136,104.91582835804131,108.33228292754278,108.91271244597868,108.15984225743314,1,20,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
137,108.15984225743314,108.33228292754278,108.91271244597868,112.41404335299531,1,19,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
138,108.33228292754278,119.46708847418002,108.91271244597868,112.41404335299531,1,20,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1']"
139,108.91271244597868,119.46708847418002,108.54039872857109,112.41404335299531,1,21,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2']"
140,108.54039872857109,119.46708847418002,108.05661440617726,112.41404335299531,1,22,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J2']"
141,108.05661440617726,119.46708847418002,107.67955613232331,112.41404335299531,1,23,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J2', 'J2']"
142,107.67955613232331,119.46708847418002,105.64390490712358,112.41404335299531,1,24,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J2', 'J2', 'J2']"
143,105.64390490712358,119.46708847418002,108.58877426498067,112.41404335299531,1,25,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2']"
144,108.58877426498067,119.46708847418002,112.76554034804089,112.41404335299531,1,26,"['J2', 'J2', 'J1', 'J1', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2', 'J1', 'J2', 'J2', 'J2', 'J2', 'J2', 'J2']"
